subscription_id,customer_id,plan_type,trial_start_date,trial_end_date,converted_to_paid,subscription_start_date,subscription_end_date,subscription_status,monthly_price,billing_cycle_months,cancel_reason
SUB_000997,CUST_003282,monthly,2025-03-26,2025-04-09,True,2025-04-10,,active,9.99,1,
SUB_000998,CUST_000411,monthly,2025-03-26,2025-04-09,True,2025-04-10,,active,9.99,1,
SUB_000999,CUST_003205,annual,2025-03-26,2025-04-09,True,2025-04-10,,active,8.33,12,
SUB_001000,CUST_002809,monthly,2025-03-26,2025-04-09,False,,,trial_only,9.99,1,
SUB_001001,CUST_003223,monthly,2025-03-26,2025-04-09,False,,,trial_only,9.99,1,
SUB_001002,CUST_001949,monthly,2025-03-26,2025-04-09,False,,,trial_only,9.99,1,
SUB_001003,CUST_002942,monthly,2025-03-26,2025-04-09,False,,,trial_only,9.99,1,
SUB_001004,CUST_003266,monthly,2025-03-27,2025-04-10,True,2025-04-11,2025-12-11,cancelled,9.99,1,too_expensive
SUB_001005,CUST_000739,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001006,CUST_000045,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001007,CUST_000641,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001008,CUST_003328,monthly,2025-03-27,2025-04-10,True,2025-04-11,2025-08-11,cancelled,9.99,1,switched_tool
SUB_001009,CUST_001601,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001010,CUST_001044,monthly,2025-03-27,2025-04-10,True,2025-04-11,,active,9.99,1,
SUB_001011,CUST_002692,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001012,CUST_003374,monthly,2025-03-27,2025-04-10,False,,,trial_only,9.99,1,
SUB_001013,CUST_002313,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001014,CUST_002215,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001015,CUST_001532,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001016,CUST_001651,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001017,CUST_002213,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001018,CUST_000260,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001019,CUST_003774,monthly,2025-03-28,2025-04-11,False,,,trial_only,9.99,1,
SUB_001020,CUST_002050,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001021,CUST_001789,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001022,CUST_002419,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001023,CUST_001052,annual,2025-03-29,2025-04-12,True,2025-04-13,,active,8.33,12,
SUB_001024,CUST_003912,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001025,CUST_003326,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001026,CUST_001440,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001027,CUST_001011,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001028,CUST_003654,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001029,CUST_001974,monthly,2025-03-29,2025-04-12,False,,,trial_only,9.99,1,
SUB_001030,CUST_001661,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001031,CUST_000766,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001032,CUST_003340,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001033,CUST_000611,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001034,CUST_003311,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001035,CUST_002726,monthly,2025-03-30,2025-04-13,False,,,trial_only,9.99,1,
SUB_001036,CUST_002116,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001037,CUST_001591,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001038,CUST_000507,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001039,CUST_003866,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001040,CUST_003246,monthly,2025-03-31,2025-04-14,True,2025-04-15,,active,9.99,1,
SUB_001041,CUST_003991,monthly,2025-03-31,2025-04-14,True,2025-04-15,2025-05-15,cancelled,9.99,1,switched_tool
SUB_001042,CUST_001639,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001043,CUST_001077,annual,2025-03-31,2025-04-14,True,2025-04-15,,active,8.33,12,
SUB_001044,CUST_000882,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001045,CUST_002647,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001046,CUST_000625,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001047,CUST_002106,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001048,CUST_000431,monthly,2025-03-31,2025-04-14,False,,,trial_only,9.99,1,
SUB_001049,CUST_002317,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001050,CUST_002609,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001051,CUST_002400,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001052,CUST_003599,monthly,2025-04-01,2025-04-15,True,2025-04-16,,active,9.99,1,
SUB_001053,CUST_002687,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001054,CUST_002207,annual,2025-04-01,2025-04-15,True,2025-04-16,,active,8.33,12,
SUB_001055,CUST_002906,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001056,CUST_000907,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001057,CUST_000634,monthly,2025-04-01,2025-04-15,False,,,trial_only,9.99,1,
SUB_001058,CUST_001628,annual,2025-04-01,2025-04-15,True,2025-04-16,,active,8.33,12,
SUB_001059,CUST_003489,annual,2025-04-01,2025-04-15,True,2025-04-16,,active,8.33,12,
SUB_001060,CUST_002390,monthly,2025-04-01,2025-04-15,True,2025-04-16,2025-07-16,cancelled,9.99,1,temporary_pause
SUB_001061,CUST_002597,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001062,CUST_000138,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001063,CUST_002442,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001064,CUST_003798,annual,2025-04-02,2025-04-16,True,2025-04-17,,active,8.33,12,
SUB_001065,CUST_002210,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001066,CUST_000457,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001067,CUST_003085,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001068,CUST_003930,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001069,CUST_002229,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001070,CUST_002276,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001071,CUST_002169,monthly,2025-04-02,2025-04-16,False,,,trial_only,9.99,1,
SUB_001072,CUST_003968,annual,2025-04-03,2025-04-17,True,2025-04-18,,active,8.33,12,
SUB_001073,CUST_002372,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001074,CUST_003885,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001075,CUST_002172,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001076,CUST_000490,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001077,CUST_001071,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001078,CUST_003357,monthly,2025-04-03,2025-04-17,True,2025-04-18,,active,9.99,1,
SUB_001079,CUST_001046,monthly,2025-04-03,2025-04-17,True,2025-04-18,,active,9.99,1,
SUB_001080,CUST_000286,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001081,CUST_001394,monthly,2025-04-03,2025-04-17,False,,,trial_only,9.99,1,
SUB_001082,CUST_001706,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001083,CUST_003305,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001084,CUST_003825,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001085,CUST_003990,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001086,CUST_000852,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001087,CUST_002312,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001088,CUST_002600,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001089,CUST_003853,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001090,CUST_003440,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001091,CUST_002871,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001092,CUST_003615,monthly,2025-04-04,2025-04-18,True,2025-04-19,,active,9.99,1,
SUB_001093,CUST_003876,annual,2025-04-04,2025-04-18,True,2025-04-19,,active,8.33,12,
SUB_001094,CUST_003612,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001095,CUST_002515,monthly,2025-04-04,2025-04-18,False,,,trial_only,9.99,1,
SUB_001096,CUST_000702,monthly,2025-04-04,2025-04-18,True,2025-04-19,2025-07-19,cancelled,9.99,1,temporary_pause
SUB_001097,CUST_001851,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001098,CUST_000963,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001099,CUST_001165,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001100,CUST_003773,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001101,CUST_002643,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001102,CUST_002367,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001103,CUST_003045,monthly,2025-04-05,2025-04-19,False,,,trial_only,9.99,1,
SUB_001104,CUST_001428,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001105,CUST_000519,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001106,CUST_001438,monthly,2025-04-06,2025-04-20,True,2025-04-21,,active,9.99,1,
SUB_001107,CUST_000305,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001108,CUST_000655,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001109,CUST_002904,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001110,CUST_003324,monthly,2025-04-06,2025-04-20,False,,,trial_only,9.99,1,
SUB_001111,CUST_000328,annual,2025-04-06,2025-04-20,True,2025-04-21,,active,8.33,12,
SUB_001112,CUST_003232,annual,2025-04-06,2025-04-20,True,2025-04-21,,active,8.33,12,
SUB_001113,CUST_002032,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001114,CUST_002277,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001115,CUST_003430,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001116,CUST_002813,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001117,CUST_000176,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001118,CUST_001444,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001119,CUST_000624,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001120,CUST_003040,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001121,CUST_001699,annual,2025-04-07,2025-04-21,True,2025-04-22,,active,8.33,12,
SUB_001122,CUST_002036,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001123,CUST_003823,monthly,2025-04-07,2025-04-21,False,,,trial_only,9.99,1,
SUB_001124,CUST_003691,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001125,CUST_003618,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001126,CUST_002816,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001127,CUST_001181,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001128,CUST_003226,monthly,2025-04-08,2025-04-22,True,2025-04-23,,active,9.99,1,
SUB_001129,CUST_003820,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001130,CUST_000198,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001131,CUST_001596,monthly,2025-04-08,2025-04-22,False,,,trial_only,9.99,1,
SUB_001132,CUST_002579,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001133,CUST_003203,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001134,CUST_003360,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001135,CUST_002964,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001136,CUST_003137,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001137,CUST_001975,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001138,CUST_001183,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001139,CUST_003457,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001140,CUST_001657,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001141,CUST_002119,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001142,CUST_001998,monthly,2025-04-09,2025-04-23,True,2025-04-24,2025-09-24,cancelled,9.99,1,low_value
SUB_001143,CUST_000945,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001144,CUST_001304,monthly,2025-04-09,2025-04-23,False,,,trial_only,9.99,1,
SUB_001145,CUST_003870,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001146,CUST_001724,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001147,CUST_002216,monthly,2025-04-10,2025-04-24,True,2025-04-25,,active,9.99,1,
SUB_001148,CUST_001159,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001149,CUST_003551,monthly,2025-04-10,2025-04-24,True,2025-04-25,,active,9.99,1,
SUB_001150,CUST_001215,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001151,CUST_003188,monthly,2025-04-10,2025-04-24,True,2025-04-25,,active,9.99,1,
SUB_001152,CUST_003735,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001153,CUST_003505,monthly,2025-04-10,2025-04-24,False,,,trial_only,9.99,1,
SUB_001154,CUST_003673,monthly,2025-04-10,2025-04-24,True,2025-04-25,,active,9.99,1,
SUB_001155,CUST_003908,monthly,2025-04-11,2025-04-25,False,,,trial_only,9.99,1,
SUB_001156,CUST_003689,monthly,2025-04-11,2025-04-25,False,,,trial_only,9.99,1,
SUB_001157,CUST_002226,monthly,2025-04-11,2025-04-25,False,,,trial_only,9.99,1,
SUB_001158,CUST_003717,monthly,2025-04-11,2025-04-25,True,2025-04-26,,active,9.99,1,
SUB_001159,CUST_000906,monthly,2025-04-11,2025-04-25,False,,,trial_only,9.99,1,
SUB_001160,CUST_001681,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001161,CUST_003359,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001162,CUST_001316,annual,2025-04-12,2025-04-26,True,2025-04-27,,active,8.33,12,
SUB_001163,CUST_000606,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001164,CUST_003396,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001165,CUST_000608,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001166,CUST_000947,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001167,CUST_003220,monthly,2025-04-12,2025-04-26,True,2025-04-27,2025-06-27,cancelled,9.99,1,switched_tool
SUB_001168,CUST_001828,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001169,CUST_002197,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001170,CUST_001388,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001171,CUST_000119,monthly,2025-04-12,2025-04-26,False,,,trial_only,9.99,1,
SUB_001172,CUST_001707,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001173,CUST_002747,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001174,CUST_002455,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001175,CUST_002398,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001176,CUST_002619,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001177,CUST_003707,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001178,CUST_002079,monthly,2025-04-13,2025-04-27,False,,,trial_only,9.99,1,
SUB_001179,CUST_001048,monthly,2025-04-14,2025-04-28,False,,,trial_only,9.99,1,
SUB_001180,CUST_003792,monthly,2025-04-14,2025-04-28,False,,,trial_only,9.99,1,
SUB_001181,CUST_003683,monthly,2025-04-14,2025-04-28,False,,,trial_only,9.99,1,
SUB_001182,CUST_002641,monthly,2025-04-14,2025-04-28,False,,,trial_only,9.99,1,
SUB_001183,CUST_001036,monthly,2025-04-14,2025-04-28,False,,,trial_only,9.99,1,
SUB_001184,CUST_001582,annual,2025-04-14,2025-04-28,True,2025-04-29,,active,8.33,12,
SUB_001185,CUST_002788,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001186,CUST_003452,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001187,CUST_002337,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001188,CUST_003087,monthly,2025-04-15,2025-04-29,True,2025-04-30,,active,9.99,1,
SUB_001189,CUST_003169,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001190,CUST_001894,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001191,CUST_001412,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001192,CUST_002884,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001193,CUST_001244,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001194,CUST_002132,monthly,2025-04-15,2025-04-29,False,,,trial_only,9.99,1,
SUB_001195,CUST_002780,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001196,CUST_002062,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001197,CUST_000648,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001198,CUST_002671,monthly,2025-04-16,2025-04-30,True,2025-05-01,2025-10-01,cancelled,9.99,1,too_expensive
SUB_001199,CUST_002776,monthly,2025-04-16,2025-04-30,True,2025-05-01,,active,9.99,1,
SUB_001200,CUST_002000,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001201,CUST_003104,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001202,CUST_001024,monthly,2025-04-16,2025-04-30,False,,,trial_only,9.99,1,
SUB_001203,CUST_003153,annual,2025-04-17,2025-05-01,True,2025-05-02,,active,8.33,12,
SUB_001204,CUST_003385,annual,2025-04-17,2025-05-01,True,2025-05-02,,active,8.33,12,
SUB_001205,CUST_002763,monthly,2025-04-17,2025-05-01,False,,,trial_only,9.99,1,
SUB_001206,CUST_001059,monthly,2025-04-17,2025-05-01,False,,,trial_only,9.99,1,
SUB_001207,CUST_000147,monthly,2025-04-17,2025-05-01,False,,,trial_only,9.99,1,
SUB_001208,CUST_001645,monthly,2025-04-17,2025-05-01,False,,,trial_only,9.99,1,
SUB_001209,CUST_002486,monthly,2025-04-17,2025-05-01,False,,,trial_only,9.99,1,
SUB_001210,CUST_001423,monthly,2025-04-17,2025-05-01,True,2025-05-02,,active,9.99,1,
SUB_001211,CUST_001237,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001212,CUST_003844,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001213,CUST_001856,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001214,CUST_001151,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001215,CUST_001600,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001216,CUST_002497,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001217,CUST_003077,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001218,CUST_002211,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001219,CUST_001989,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001220,CUST_001958,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001221,CUST_001346,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001222,CUST_002490,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001223,CUST_000062,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001224,CUST_000903,monthly,2025-04-18,2025-05-02,False,,,trial_only,9.99,1,
SUB_001225,CUST_002385,monthly,2025-04-19,2025-05-03,False,,,trial_only,9.99,1,
SUB_001226,CUST_001536,monthly,2025-04-19,2025-05-03,False,,,trial_only,9.99,1,
SUB_001227,CUST_000239,monthly,2025-04-19,2025-05-03,False,,,trial_only,9.99,1,
SUB_001228,CUST_002417,monthly,2025-04-19,2025-05-03,False,,,trial_only,9.99,1,
SUB_001229,CUST_002183,monthly,2025-04-19,2025-05-03,True,2025-05-04,,active,9.99,1,
SUB_001230,CUST_003574,monthly,2025-04-19,2025-05-03,True,2025-05-04,,active,9.99,1,
SUB_001231,CUST_003171,monthly,2025-04-19,2025-05-03,True,2025-05-04,,active,9.99,1,
SUB_001232,CUST_000016,monthly,2025-04-19,2025-05-03,False,,,trial_only,9.99,1,
SUB_001233,CUST_003916,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001234,CUST_003589,monthly,2025-04-20,2025-05-04,True,2025-05-05,,active,9.99,1,
SUB_001235,CUST_000057,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001236,CUST_002228,monthly,2025-04-20,2025-05-04,True,2025-05-05,,active,9.99,1,
SUB_001237,CUST_000801,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001238,CUST_000793,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001239,CUST_000685,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001240,CUST_000510,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001241,CUST_001343,monthly,2025-04-20,2025-05-04,False,,,trial_only,9.99,1,
SUB_001242,CUST_001922,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001243,CUST_001214,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001244,CUST_003755,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001245,CUST_002732,monthly,2025-04-21,2025-05-05,True,2025-05-06,,active,9.99,1,
SUB_001246,CUST_000006,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001247,CUST_000232,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001248,CUST_003846,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001249,CUST_000136,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001250,CUST_002827,monthly,2025-04-21,2025-05-05,False,,,trial_only,9.99,1,
SUB_001251,CUST_001171,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001252,CUST_002607,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001253,CUST_000408,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001254,CUST_000526,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001255,CUST_000771,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001256,CUST_001163,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001257,CUST_002665,monthly,2025-04-22,2025-05-06,False,,,trial_only,9.99,1,
SUB_001258,CUST_001853,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001259,CUST_001192,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001260,CUST_002240,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001261,CUST_002149,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001262,CUST_003639,annual,2025-04-23,2025-05-07,True,2025-05-08,,active,8.33,12,
SUB_001263,CUST_000107,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001264,CUST_002938,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001265,CUST_000887,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001266,CUST_001456,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001267,CUST_001909,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001268,CUST_003224,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001269,CUST_001213,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001270,CUST_003867,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001271,CUST_002075,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001272,CUST_002887,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001273,CUST_000851,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001274,CUST_001662,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001275,CUST_002950,monthly,2025-04-23,2025-05-07,False,,,trial_only,9.99,1,
SUB_001276,CUST_001786,monthly,2025-04-24,2025-05-08,False,,,trial_only,9.99,1,
SUB_001277,CUST_003625,monthly,2025-04-24,2025-05-08,False,,,trial_only,9.99,1,
SUB_001278,CUST_003481,annual,2025-04-24,2025-05-08,True,2025-05-09,,active,8.33,12,
SUB_001279,CUST_000636,monthly,2025-04-24,2025-05-08,False,,,trial_only,9.99,1,
SUB_001280,CUST_003745,monthly,2025-04-24,2025-05-08,False,,,trial_only,9.99,1,
