customer_id,signup_date,country,acquisition_channel,device_type,age_group
CUST_002687,2025-04-01,France,Organic,mobile,18-24
CUST_002207,2025-04-01,Belgium,Paid Social,desktop,18-24
CUST_002906,2025-04-01,France,Organic,mobile,18-24
CUST_000907,2025-04-01,France,Paid Social,desktop,35-44
CUST_000634,2025-04-01,Spain,Search Ads,desktop,25-34
CUST_001628,2025-04-01,Belgium,Organic,mobile,18-24
CUST_003489,2025-04-01,Spain,Organic,mobile,45+
CUST_002390,2025-04-01,France,Paid Social,mobile,35-44
CUST_002597,2025-04-02,France,Referral,desktop,35-44
CUST_000138,2025-04-02,Switzerland,Organic,mobile,18-24
CUST_002442,2025-04-02,France,Organic,mobile,45+
CUST_003798,2025-04-02,France,Paid Social,mobile,25-34
CUST_002210,2025-04-02,France,Partner,desktop,45+
CUST_000457,2025-04-02,France,Organic,mobile,18-24
CUST_003085,2025-04-02,France,Organic,mobile,25-34
CUST_003930,2025-04-02,France,Search Ads,desktop,35-44
CUST_002229,2025-04-02,Belgium,Organic,mobile,35-44
CUST_002276,2025-04-02,France,Organic,desktop,25-34
CUST_002169,2025-04-02,France,Paid Social,mobile,18-24
CUST_003968,2025-04-03,France,Organic,mobile,45+
CUST_002372,2025-04-03,France,Search Ads,mobile,18-24
CUST_003885,2025-04-03,France,Organic,mobile,25-34
CUST_002172,2025-04-03,Switzerland,Organic,mobile,25-34
CUST_000490,2025-04-03,Belgium,Search Ads,desktop,25-34
CUST_001071,2025-04-03,France,Referral,mobile,18-24
CUST_003357,2025-04-03,Belgium,Organic,mobile,18-24
CUST_001046,2025-04-03,Spain,Search Ads,desktop,18-24
CUST_000286,2025-04-03,Switzerland,Referral,desktop,18-24
CUST_001394,2025-04-03,France,Paid Social,mobile,25-34
CUST_001706,2025-04-04,France,Paid Social,mobile,25-34
CUST_003305,2025-04-04,France,Search Ads,mobile,25-34
CUST_003825,2025-04-04,France,Organic,desktop,35-44
CUST_003990,2025-04-04,France,Paid Social,mobile,25-34
CUST_000852,2025-04-04,France,Search Ads,mobile,35-44
CUST_002312,2025-04-04,France,Search Ads,mobile,45+
CUST_002600,2025-04-04,France,Organic,desktop,45+
CUST_003853,2025-04-04,France,Referral,mobile,25-34
CUST_003440,2025-04-04,France,Organic,mobile,25-34
CUST_002871,2025-04-04,Canada,Referral,mobile,25-34
CUST_003615,2025-04-04,France,Referral,desktop,35-44
CUST_003876,2025-04-04,Belgium,Paid Social,mobile,45+
CUST_003612,2025-04-04,France,Paid Social,mobile,25-34
CUST_002515,2025-04-04,Belgium,Organic,desktop,25-34
CUST_000702,2025-04-04,Canada,Referral,mobile,25-34
CUST_001851,2025-04-05,Belgium,Organic,mobile,18-24
CUST_000963,2025-04-05,Belgium,Referral,mobile,35-44
CUST_001165,2025-04-05,Belgium,Referral,mobile,25-34
CUST_003773,2025-04-05,Canada,Organic,desktop,18-24
CUST_002643,2025-04-05,Belgium,Organic,mobile,25-34
CUST_002367,2025-04-05,France,Partner,desktop,45+
CUST_003045,2025-04-05,Belgium,Referral,desktop,25-34
CUST_001428,2025-04-06,France,Paid Social,mobile,25-34
CUST_000519,2025-04-06,France,Organic,mobile,25-34
CUST_001438,2025-04-06,France,Organic,desktop,25-34
CUST_000305,2025-04-06,France,Search Ads,desktop,18-24
CUST_000655,2025-04-06,France,Paid Social,mobile,25-34
CUST_002904,2025-04-06,France,Organic,mobile,25-34
CUST_003324,2025-04-06,Spain,Partner,mobile,18-24
CUST_000328,2025-04-06,France,Paid Social,mobile,25-34
CUST_003232,2025-04-06,Canada,Organic,mobile,45+
CUST_002032,2025-04-07,France,Paid Social,mobile,35-44
CUST_002277,2025-04-07,France,Organic,mobile,18-24
CUST_003430,2025-04-07,France,Paid Social,mobile,18-24
CUST_002813,2025-04-07,Canada,Search Ads,desktop,35-44
CUST_000176,2025-04-07,France,Partner,mobile,45+
CUST_001444,2025-04-07,France,Referral,mobile,35-44
CUST_000624,2025-04-07,Canada,Referral,desktop,25-34
CUST_003040,2025-04-07,France,Paid Social,mobile,35-44
CUST_001699,2025-04-07,France,Referral,mobile,35-44
CUST_002036,2025-04-07,France,Organic,mobile,45+
CUST_003823,2025-04-07,France,Organic,mobile,18-24
CUST_003691,2025-04-08,France,Organic,mobile,45+
CUST_003618,2025-04-08,France,Referral,mobile,45+
CUST_002816,2025-04-08,France,Organic,mobile,18-24
CUST_001181,2025-04-08,France,Organic,mobile,35-44
CUST_003226,2025-04-08,France,Organic,mobile,25-34
CUST_003820,2025-04-08,France,Organic,mobile,25-34
CUST_000198,2025-04-08,Belgium,Search Ads,desktop,35-44
CUST_001596,2025-04-08,France,Organic,mobile,25-34
CUST_002579,2025-04-09,Canada,Paid Social,mobile,35-44
CUST_003203,2025-04-09,France,Search Ads,mobile,25-34
CUST_003360,2025-04-09,France,Paid Social,mobile,35-44
CUST_002964,2025-04-09,Canada,Search Ads,desktop,25-34
CUST_003137,2025-04-09,Spain,Partner,mobile,18-24
CUST_001975,2025-04-09,France,Search Ads,mobile,45+
CUST_001183,2025-04-09,Spain,Organic,mobile,25-34
CUST_003457,2025-04-09,France,Search Ads,desktop,25-34
CUST_001657,2025-04-09,France,Search Ads,desktop,18-24
CUST_002119,2025-04-09,France,Organic,desktop,18-24
CUST_001998,2025-04-09,France,Organic,desktop,35-44
CUST_000945,2025-04-09,France,Referral,mobile,18-24
CUST_001304,2025-04-09,France,Partner,desktop,18-24
CUST_003870,2025-04-10,France,Search Ads,mobile,18-24
CUST_001724,2025-04-10,Canada,Search Ads,desktop,35-44
CUST_002216,2025-04-10,Canada,Organic,mobile,25-34
CUST_001159,2025-04-10,Belgium,Paid Social,desktop,25-34
CUST_003551,2025-04-10,France,Paid Social,mobile,18-24
CUST_001215,2025-04-10,Spain,Search Ads,mobile,18-24
CUST_003188,2025-04-10,Canada,Partner,mobile,35-44
CUST_003735,2025-04-10,France,Organic,mobile,45+
CUST_003505,2025-04-10,Switzerland,Organic,mobile,35-44
CUST_003673,2025-04-10,Switzerland,Organic,mobile,18-24
CUST_003908,2025-04-11,France,Search Ads,mobile,25-34
CUST_003689,2025-04-11,Belgium,Search Ads,mobile,25-34
CUST_002226,2025-04-11,France,Organic,desktop,35-44
CUST_003717,2025-04-11,Canada,Organic,desktop,35-44
CUST_000906,2025-04-11,Spain,Organic,mobile,35-44
CUST_001681,2025-04-12,France,Organic,mobile,25-34
CUST_003359,2025-04-12,Switzerland,Referral,mobile,25-34
CUST_001316,2025-04-12,Belgium,Organic,desktop,18-24
CUST_000606,2025-04-12,France,Referral,mobile,35-44
CUST_003396,2025-04-12,Canada,Partner,desktop,35-44
CUST_000608,2025-04-12,France,Referral,mobile,45+
CUST_000947,2025-04-12,Switzerland,Paid Social,mobile,45+
CUST_003220,2025-04-12,France,Organic,desktop,45+
CUST_001828,2025-04-12,Switzerland,Paid Social,mobile,35-44
CUST_002197,2025-04-12,Canada,Referral,mobile,18-24
CUST_001388,2025-04-12,Canada,Organic,mobile,35-44
CUST_000119,2025-04-12,Belgium,Organic,mobile,18-24
CUST_001707,2025-04-13,France,Organic,desktop,25-34
CUST_002747,2025-04-13,Belgium,Referral,desktop,25-34
CUST_002455,2025-04-13,Belgium,Search Ads,mobile,25-34
CUST_002398,2025-04-13,France,Organic,desktop,25-34
CUST_002619,2025-04-13,France,Organic,desktop,25-34
CUST_003707,2025-04-13,France,Paid Social,mobile,25-34
CUST_002079,2025-04-13,France,Organic,mobile,35-44
CUST_001048,2025-04-14,France,Referral,mobile,35-44
CUST_003792,2025-04-14,France,Paid Social,mobile,18-24
CUST_003683,2025-04-14,France,Referral,mobile,18-24
CUST_002641,2025-04-14,Belgium,Partner,mobile,18-24
CUST_001036,2025-04-14,France,Search Ads,desktop,45+
CUST_001582,2025-04-14,France,Search Ads,mobile,35-44
CUST_002788,2025-04-15,Belgium,Organic,desktop,35-44
CUST_003452,2025-04-15,France,Search Ads,mobile,35-44
CUST_002337,2025-04-15,Switzerland,Paid Social,mobile,25-34
CUST_003087,2025-04-15,Switzerland,Paid Social,mobile,35-44
CUST_003169,2025-04-15,France,Paid Social,mobile,35-44
CUST_001894,2025-04-15,France,Partner,mobile,45+
CUST_001412,2025-04-15,France,Referral,mobile,25-34
CUST_002884,2025-04-15,France,Paid Social,mobile,25-34
CUST_001244,2025-04-15,Belgium,Paid Social,mobile,45+
CUST_002132,2025-04-15,Switzerland,Paid Social,desktop,35-44
CUST_002780,2025-04-16,Switzerland,Paid Social,mobile,25-34
CUST_002062,2025-04-16,France,Search Ads,desktop,35-44
CUST_000648,2025-04-16,France,Partner,mobile,45+
CUST_002671,2025-04-16,Belgium,Paid Social,mobile,35-44
CUST_002776,2025-04-16,Belgium,Organic,desktop,35-44
CUST_002000,2025-04-16,France,Partner,desktop,25-34
CUST_003104,2025-04-16,Switzerland,Organic,mobile,18-24
CUST_001024,2025-04-16,Belgium,Search Ads,desktop,25-34
CUST_003153,2025-04-17,Spain,Referral,mobile,18-24
CUST_003385,2025-04-17,Spain,Organic,desktop,25-34
CUST_002763,2025-04-17,France,Paid Social,desktop,25-34
CUST_001059,2025-04-17,France,Organic,mobile,18-24
CUST_000147,2025-04-17,France,Search Ads,mobile,25-34
CUST_001645,2025-04-17,France,Paid Social,mobile,35-44
CUST_002486,2025-04-17,France,Paid Social,mobile,25-34
CUST_001423,2025-04-17,Switzerland,Organic,mobile,35-44
CUST_001237,2025-04-18,Switzerland,Search Ads,mobile,45+
CUST_003844,2025-04-18,Spain,Organic,mobile,25-34
CUST_001856,2025-04-18,France,Paid Social,mobile,35-44
CUST_001151,2025-04-18,Canada,Paid Social,mobile,25-34
CUST_001600,2025-04-18,Switzerland,Search Ads,desktop,35-44
CUST_002497,2025-04-18,Belgium,Referral,mobile,25-34
CUST_003077,2025-04-18,Spain,Organic,mobile,18-24
CUST_002211,2025-04-18,France,Paid Social,mobile,25-34
CUST_001989,2025-04-18,France,Search Ads,mobile,45+
CUST_001958,2025-04-18,Spain,Partner,mobile,18-24
CUST_001346,2025-04-18,France,Organic,desktop,25-34
CUST_002490,2025-04-18,Switzerland,Partner,mobile,25-34
CUST_000062,2025-04-18,France,Search Ads,mobile,25-34
CUST_000903,2025-04-18,Switzerland,Paid Social,mobile,25-34
CUST_002385,2025-04-19,Belgium,Partner,mobile,18-24
CUST_001536,2025-04-19,France,Paid Social,mobile,35-44
CUST_000239,2025-04-19,France,Organic,desktop,25-34
CUST_002417,2025-04-19,France,Paid Social,mobile,25-34
CUST_002183,2025-04-19,France,Referral,desktop,25-34
CUST_003574,2025-04-19,France,Referral,desktop,45+
CUST_003171,2025-04-19,France,Organic,mobile,45+
CUST_000016,2025-04-19,Belgium,Referral,mobile,25-34
CUST_003916,2025-04-20,France,Referral,desktop,25-34
CUST_003589,2025-04-20,France,Referral,mobile,25-34
CUST_000057,2025-04-20,France,Paid Social,mobile,18-24
CUST_002228,2025-04-20,France,Organic,mobile,25-34
CUST_000801,2025-04-20,France,Referral,mobile,25-34
CUST_000793,2025-04-20,France,Search Ads,mobile,45+
CUST_000685,2025-04-20,Belgium,Referral,mobile,25-34
CUST_000510,2025-04-20,Switzerland,Organic,desktop,18-24
CUST_001343,2025-04-20,France,Organic,desktop,25-34
CUST_001922,2025-04-21,Belgium,Referral,desktop,18-24
CUST_001214,2025-04-21,France,Referral,mobile,18-24
CUST_003755,2025-04-21,Spain,Partner,mobile,18-24
CUST_002732,2025-04-21,France,Paid Social,mobile,18-24
CUST_000006,2025-04-21,France,Partner,mobile,18-24
CUST_000232,2025-04-21,Canada,Paid Social,mobile,35-44
CUST_003846,2025-04-21,Spain,Organic,desktop,18-24
CUST_000136,2025-04-21,France,Search Ads,mobile,35-44
CUST_002827,2025-04-21,France,Search Ads,desktop,25-34
CUST_001171,2025-04-22,France,Search Ads,mobile,25-34
CUST_002607,2025-04-22,France,Partner,desktop,18-24
CUST_000408,2025-04-22,Belgium,Search Ads,mobile,35-44
CUST_000526,2025-04-22,France,Partner,desktop,35-44
CUST_000771,2025-04-22,Belgium,Organic,mobile,25-34
CUST_001163,2025-04-22,Belgium,Partner,desktop,18-24
CUST_002665,2025-04-22,Belgium,Search Ads,desktop,35-44
CUST_001853,2025-04-23,France,Organic,mobile,25-34
CUST_001192,2025-04-23,France,Organic,mobile,35-44
CUST_002240,2025-04-23,Canada,Organic,mobile,25-34
CUST_002149,2025-04-23,France,Paid Social,mobile,25-34
CUST_003639,2025-04-23,France,Search Ads,desktop,18-24
CUST_000107,2025-04-23,France,Organic,mobile,35-44
CUST_002938,2025-04-23,France,Organic,desktop,18-24
CUST_000887,2025-04-23,France,Search Ads,mobile,45+
CUST_001456,2025-04-23,Belgium,Paid Social,desktop,45+
CUST_001909,2025-04-23,Canada,Paid Social,desktop,35-44
CUST_003224,2025-04-23,France,Search Ads,mobile,35-44
CUST_001213,2025-04-23,Belgium,Organic,mobile,25-34
CUST_003867,2025-04-23,France,Paid Social,mobile,45+
CUST_002075,2025-04-23,Spain,Organic,mobile,35-44
CUST_002887,2025-04-23,France,Organic,mobile,25-34
CUST_000851,2025-04-23,Belgium,Referral,desktop,35-44
CUST_001662,2025-04-23,Canada,Organic,mobile,25-34
CUST_002950,2025-04-23,France,Referral,desktop,45+
CUST_001786,2025-04-24,France,Paid Social,desktop,18-24
CUST_003625,2025-04-24,France,Partner,desktop,45+
CUST_003481,2025-04-24,France,Organic,mobile,25-34
CUST_000636,2025-04-24,France,Search Ads,mobile,25-34
CUST_003745,2025-04-24,France,Search Ads,mobile,25-34
CUST_002628,2025-04-24,France,Search Ads,mobile,25-34
CUST_000132,2025-04-24,France,Paid Social,mobile,25-34
CUST_003075,2025-04-24,France,Search Ads,mobile,25-34
CUST_003988,2025-04-24,France,Organic,mobile,45+
CUST_000823,2025-04-24,Belgium,Search Ads,mobile,25-34
CUST_003276,2025-04-25,Spain,Referral,mobile,35-44
CUST_002504,2025-04-25,Spain,Organic,mobile,25-34
CUST_002576,2025-04-25,Spain,Referral,mobile,25-34
CUST_002091,2025-04-25,Belgium,Referral,mobile,35-44
CUST_002659,2025-04-25,Belgium,Organic,mobile,45+
CUST_000841,2025-04-25,France,Paid Social,mobile,25-34
CUST_000756,2025-04-25,France,Referral,desktop,25-34
CUST_003824,2025-04-25,Belgium,Referral,mobile,25-34
CUST_003677,2025-04-25,France,Organic,mobile,18-24
CUST_002586,2025-04-25,Belgium,Paid Social,mobile,35-44
CUST_003999,2025-04-25,France,Organic,mobile,25-34
CUST_003189,2025-04-25,France,Organic,desktop,25-34
CUST_000703,2025-04-25,France,Search Ads,desktop,25-34
CUST_000283,2025-04-26,France,Partner,mobile,35-44
CUST_001344,2025-04-26,Spain,Search Ads,desktop,25-34
CUST_003548,2025-04-26,France,Partner,mobile,25-34
CUST_002118,2025-04-26,France,Organic,desktop,35-44
CUST_002947,2025-04-26,France,Referral,mobile,45+
CUST_000643,2025-04-26,France,Organic,desktop,25-34
CUST_001815,2025-04-26,France,Paid Social,mobile,45+
CUST_001745,2025-04-26,France,Search Ads,desktop,18-24
CUST_002530,2025-04-26,Switzerland,Referral,mobile,45+
CUST_003149,2025-04-26,France,Organic,mobile,18-24
CUST_002279,2025-04-26,France,Organic,mobile,25-34
CUST_000380,2025-04-26,Spain,Referral,desktop,35-44
CUST_002478,2025-04-26,France,Organic,desktop,25-34
CUST_000434,2025-04-26,Switzerland,Organic,desktop,45+
CUST_003193,2025-04-27,France,Paid Social,mobile,35-44
CUST_002055,2025-04-27,France,Paid Social,mobile,18-24
CUST_002138,2025-04-27,France,Organic,desktop,35-44
CUST_002173,2025-04-27,France,Search Ads,mobile,18-24
CUST_002713,2025-04-27,Belgium,Organic,mobile,35-44
CUST_003743,2025-04-27,France,Search Ads,mobile,35-44
CUST_002565,2025-04-27,France,Organic,desktop,18-24
CUST_002425,2025-04-27,France,Search Ads,mobile,35-44
CUST_002924,2025-04-27,France,Referral,mobile,35-44
CUST_000675,2025-04-27,Spain,Organic,mobile,35-44
CUST_000805,2025-04-27,France,Referral,mobile,25-34
CUST_000185,2025-04-27,France,Search Ads,mobile,35-44
CUST_001617,2025-04-27,France,Search Ads,mobile,25-34
CUST_002585,2025-04-27,Switzerland,Search Ads,mobile,25-34
CUST_003015,2025-04-27,Spain,Referral,desktop,25-34
CUST_000859,2025-04-28,France,Referral,desktop,25-34
CUST_001830,2025-04-28,France,Organic,mobile,18-24
CUST_001796,2025-04-28,Canada,Organic,desktop,25-34
CUST_000423,2025-04-28,France,Organic,mobile,45+
CUST_003098,2025-04-28,France,Search Ads,desktop,25-34
CUST_003513,2025-04-28,France,Organic,desktop,25-34
CUST_000035,2025-04-28,France,Paid Social,mobile,18-24
CUST_003136,2025-04-28,France,Search Ads,mobile,18-24
CUST_003514,2025-04-28,France,Organic,mobile,18-24
CUST_000843,2025-04-28,Belgium,Organic,mobile,18-24
CUST_001219,2025-04-28,Canada,Organic,mobile,45+
CUST_001892,2025-04-28,Belgium,Paid Social,mobile,25-34
CUST_001032,2025-04-29,France,Search Ads,desktop,25-34
CUST_002214,2025-04-29,France,Search Ads,mobile,35-44
CUST_001105,2025-04-29,France,Referral,desktop,25-34
CUST_003972,2025-04-29,France,Paid Social,mobile,18-24
CUST_003648,2025-04-29,France,Partner,desktop,45+
CUST_000427,2025-04-30,Switzerland,Paid Social,mobile,18-24
CUST_000589,2025-04-30,Belgium,Paid Social,mobile,18-24
CUST_000619,2025-04-30,France,Partner,desktop,25-34
CUST_001734,2025-04-30,France,Organic,mobile,18-24
CUST_002008,2025-04-30,France,Paid Social,mobile,25-34
CUST_003838,2025-04-30,France,Organic,mobile,25-34
CUST_000220,2025-04-30,France,Organic,desktop,18-24
CUST_003427,2025-04-30,France,Paid Social,mobile,25-34
CUST_000836,2025-04-30,France,Organic,desktop,25-34
CUST_001362,2025-05-01,Switzerland,Organic,desktop,25-34
CUST_000090,2025-05-01,France,Search Ads,mobile,18-24
CUST_001605,2025-05-01,France,Paid Social,desktop,25-34
CUST_001355,2025-05-01,France,Paid Social,mobile,25-34
CUST_002230,2025-05-01,France,Search Ads,mobile,18-24
CUST_001680,2025-05-01,France,Paid Social,mobile,18-24
CUST_000751,2025-05-01,France,Organic,mobile,18-24
CUST_003742,2025-05-01,France,Organic,mobile,35-44
CUST_002999,2025-05-01,France,Referral,desktop,18-24
CUST_000403,2025-05-01,France,Organic,mobile,25-34
CUST_002760,2025-05-01,France,Organic,mobile,18-24
CUST_002113,2025-05-02,Canada,Organic,desktop,25-34
CUST_000070,2025-05-02,Spain,Referral,desktop,45+
CUST_003660,2025-05-02,Switzerland,Paid Social,mobile,45+
CUST_002165,2025-05-02,France,Organic,desktop,45+
CUST_000194,2025-05-02,France,Paid Social,mobile,35-44
CUST_002657,2025-05-02,Belgium,Search Ads,mobile,45+
CUST_001364,2025-05-02,Switzerland,Paid Social,mobile,35-44
CUST_000100,2025-05-03,France,Organic,mobile,25-34
CUST_001913,2025-05-03,France,Organic,mobile,25-34
CUST_000561,2025-05-03,France,Paid Social,mobile,25-34
CUST_003039,2025-05-03,France,Partner,mobile,25-34
CUST_001656,2025-05-03,France,Organic,mobile,18-24
CUST_001201,2025-05-03,Belgium,Referral,mobile,18-24
CUST_000442,2025-05-03,Switzerland,Paid Social,mobile,25-34
CUST_002974,2025-05-03,France,Search Ads,mobile,35-44
CUST_001226,2025-05-03,France,Search Ads,mobile,25-34
CUST_002764,2025-05-03,Belgium,Organic,mobile,35-44
CUST_001111,2025-05-03,France,Search Ads,desktop,25-34
CUST_002038,2025-05-04,France,Organic,mobile,25-34
CUST_001972,2025-05-04,Spain,Organic,mobile,18-24
CUST_000695,2025-05-04,Canada,Referral,desktop,35-44
CUST_001489,2025-05-04,France,Referral,mobile,25-34
CUST_000981,2025-05-04,France,Paid Social,mobile,45+
CUST_002715,2025-05-04,Belgium,Paid Social,desktop,25-34
CUST_000892,2025-05-04,France,Referral,mobile,25-34
CUST_002329,2025-05-05,France,Organic,mobile,35-44
CUST_000885,2025-05-05,Spain,Search Ads,mobile,25-34
CUST_003129,2025-05-05,France,Organic,mobile,35-44
CUST_000480,2025-05-05,France,Paid Social,mobile,18-24
CUST_001448,2025-05-05,Belgium,Organic,desktop,18-24
CUST_002190,2025-05-05,Spain,Search Ads,mobile,25-34
CUST_003914,2025-05-05,France,Referral,mobile,45+
CUST_002432,2025-05-05,Belgium,Paid Social,mobile,25-34
CUST_001577,2025-05-05,France,Organic,mobile,25-34
CUST_000373,2025-05-05,Spain,Organic,mobile,18-24
CUST_001189,2025-05-05,France,Search Ads,mobile,18-24
CUST_002841,2025-05-05,Canada,Referral,mobile,18-24
CUST_003482,2025-05-05,France,Referral,desktop,45+
CUST_002030,2025-05-05,Switzerland,Search Ads,mobile,18-24
CUST_002536,2025-05-05,France,Paid Social,mobile,25-34
CUST_003155,2025-05-06,France,Search Ads,mobile,25-34
CUST_000091,2025-05-06,Belgium,Partner,desktop,25-34
CUST_002910,2025-05-06,France,Search Ads,mobile,25-34
CUST_003910,2025-05-06,Canada,Referral,mobile,18-24
CUST_002411,2025-05-06,France,Search Ads,desktop,25-34
CUST_003064,2025-05-06,Belgium,Search Ads,mobile,35-44
CUST_001058,2025-05-06,France,Referral,mobile,35-44
CUST_002650,2025-05-06,France,Search Ads,mobile,25-34
CUST_003022,2025-05-06,Canada,Organic,mobile,45+
CUST_000058,2025-05-06,France,Paid Social,mobile,35-44
CUST_002429,2025-05-06,Switzerland,Organic,mobile,45+
CUST_000126,2025-05-06,France,Referral,desktop,25-34
CUST_001826,2025-05-07,Switzerland,Search Ads,mobile,25-34
CUST_002736,2025-05-07,France,Organic,mobile,45+
CUST_003802,2025-05-07,France,Organic,mobile,45+
CUST_001783,2025-05-07,France,Organic,mobile,25-34
CUST_001221,2025-05-07,France,Organic,mobile,45+
CUST_000099,2025-05-07,France,Referral,desktop,25-34
CUST_000474,2025-05-07,France,Search Ads,mobile,35-44
CUST_000018,2025-05-07,France,Search Ads,desktop,25-34
CUST_002314,2025-05-07,Belgium,Organic,desktop,45+
CUST_002428,2025-05-07,Switzerland,Organic,mobile,45+
CUST_001636,2025-05-07,Spain,Paid Social,mobile,25-34
CUST_002682,2025-05-08,Belgium,Partner,mobile,25-34
CUST_001432,2025-05-08,France,Paid Social,mobile,18-24
CUST_002537,2025-05-08,France,Referral,desktop,25-34
CUST_000535,2025-05-08,France,Organic,mobile,35-44
CUST_001676,2025-05-08,Belgium,Referral,mobile,45+
CUST_003451,2025-05-08,Switzerland,Paid Social,mobile,35-44
CUST_002914,2025-05-08,Belgium,Organic,mobile,45+
CUST_002262,2025-05-08,France,Organic,desktop,25-34
CUST_001718,2025-05-08,Belgium,Paid Social,mobile,25-34
CUST_003811,2025-05-08,Spain,Organic,desktop,35-44
CUST_000582,2025-05-08,Switzerland,Paid Social,mobile,18-24
CUST_000768,2025-05-08,Spain,Organic,desktop,25-34
CUST_000946,2025-05-08,Spain,Paid Social,mobile,45+
CUST_002833,2025-05-08,Switzerland,Organic,desktop,45+
CUST_001208,2025-05-09,Canada,Organic,desktop,18-24
CUST_003598,2025-05-09,Spain,Referral,mobile,25-34
CUST_002292,2025-05-09,Belgium,Search Ads,mobile,25-34
CUST_003078,2025-05-09,France,Search Ads,mobile,35-44
CUST_001665,2025-05-09,Belgium,Partner,desktop,35-44
CUST_002511,2025-05-09,Belgium,Organic,mobile,45+
CUST_002127,2025-05-09,France,Paid Social,mobile,18-24
CUST_002803,2025-05-10,France,Referral,mobile,25-34
CUST_003840,2025-05-10,France,Paid Social,mobile,18-24
CUST_000688,2025-05-10,Spain,Search Ads,desktop,35-44
CUST_002560,2025-05-10,Belgium,Paid Social,mobile,45+
CUST_002299,2025-05-10,France,Organic,mobile,18-24
CUST_002636,2025-05-10,Belgium,Search Ads,mobile,35-44
CUST_003963,2025-05-10,Belgium,Organic,mobile,25-34
CUST_002590,2025-05-10,Switzerland,Referral,mobile,25-34
CUST_001778,2025-05-11,Belgium,Organic,mobile,25-34
CUST_001779,2025-05-11,Spain,Search Ads,mobile,25-34
CUST_003688,2025-05-11,France,Organic,desktop,25-34
CUST_000080,2025-05-11,France,Organic,mobile,35-44
CUST_002281,2025-05-11,Belgium,Paid Social,mobile,25-34
CUST_000982,2025-05-11,France,Paid Social,desktop,18-24
CUST_000788,2025-05-11,France,Organic,desktop,18-24
CUST_000436,2025-05-11,Belgium,Organic,desktop,35-44
CUST_001422,2025-05-11,Spain,Organic,desktop,18-24
CUST_000578,2025-05-11,Canada,Search Ads,mobile,18-24
CUST_001374,2025-05-11,Spain,Organic,desktop,25-34
CUST_000910,2025-05-11,Belgium,Paid Social,mobile,25-34
CUST_002903,2025-05-11,France,Paid Social,mobile,25-34
CUST_002660,2025-05-12,France,Referral,mobile,35-44
CUST_002773,2025-05-12,France,Organic,mobile,18-24
CUST_002639,2025-05-12,Switzerland,Partner,desktop,25-34
CUST_000116,2025-05-12,France,Search Ads,mobile,35-44
CUST_002467,2025-05-13,Switzerland,Organic,mobile,18-24
CUST_002944,2025-05-13,France,Paid Social,desktop,35-44
CUST_000574,2025-05-13,France,Organic,desktop,25-34
CUST_003593,2025-05-13,France,Organic,desktop,35-44
CUST_002356,2025-05-13,Canada,Organic,desktop,25-34
CUST_003448,2025-05-13,France,Paid Social,desktop,25-34
CUST_002176,2025-05-13,France,Partner,desktop,35-44
CUST_001009,2025-05-13,Belgium,Paid Social,desktop,35-44
CUST_001250,2025-05-14,France,Organic,mobile,35-44
CUST_003852,2025-05-14,Belgium,Paid Social,mobile,45+
CUST_003332,2025-05-14,Belgium,Referral,desktop,25-34
CUST_001402,2025-05-14,France,Organic,mobile,25-34
CUST_001409,2025-05-14,France,Organic,mobile,45+
CUST_003869,2025-05-14,Belgium,Paid Social,mobile,18-24
CUST_000329,2025-05-14,France,Search Ads,mobile,35-44
CUST_002463,2025-05-14,Canada,Paid Social,mobile,18-24
CUST_001325,2025-05-14,Canada,Paid Social,mobile,18-24
CUST_000704,2025-05-14,France,Paid Social,mobile,18-24
CUST_001462,2025-05-14,France,Paid Social,mobile,45+
CUST_000054,2025-05-14,Switzerland,Organic,mobile,25-34
CUST_001979,2025-05-14,France,Referral,mobile,18-24
CUST_002198,2025-05-15,Switzerland,Search Ads,mobile,18-24
CUST_002711,2025-05-15,France,Organic,desktop,35-44
CUST_002449,2025-05-15,Canada,Paid Social,mobile,18-24
CUST_002562,2025-05-15,France,Search Ads,mobile,45+
CUST_003456,2025-05-15,France,Organic,mobile,18-24
CUST_002840,2025-05-15,Belgium,Referral,mobile,25-34
CUST_000025,2025-05-15,Switzerland,Partner,mobile,18-24
CUST_000839,2025-05-15,Belgium,Paid Social,mobile,25-34
CUST_003753,2025-05-15,France,Paid Social,mobile,25-34
CUST_001592,2025-05-15,France,Referral,mobile,25-34
CUST_000565,2025-05-15,Spain,Organic,desktop,25-34
CUST_002581,2025-05-15,France,Paid Social,desktop,25-34
CUST_003227,2025-05-16,Switzerland,Paid Social,mobile,25-34
CUST_001169,2025-05-16,France,Organic,desktop,25-34
CUST_001406,2025-05-16,France,Paid Social,mobile,35-44
CUST_000078,2025-05-16,Belgium,Organic,mobile,35-44
CUST_000670,2025-05-16,France,Paid Social,mobile,18-24
CUST_001885,2025-05-16,Switzerland,Referral,mobile,18-24
CUST_003568,2025-05-16,France,Search Ads,desktop,18-24
CUST_003028,2025-05-16,France,Search Ads,mobile,25-34
CUST_002029,2025-05-16,Switzerland,Search Ads,mobile,35-44
CUST_003442,2025-05-16,France,Referral,mobile,25-34
CUST_000379,2025-05-16,France,Search Ads,mobile,25-34
CUST_002567,2025-05-16,France,Referral,mobile,25-34
CUST_000600,2025-05-16,France,Referral,desktop,25-34
