payment_id,subscription_id,customer_id,payment_date,amount,payment_status,payment_type
PAY_000840,SUB_000553,CUST_001104,2025-03-06,9.99,paid,trial_conversion
PAY_000841,SUB_000553,CUST_001104,2025-04-06,9.99,paid,renewal
PAY_000842,SUB_000553,CUST_001104,2025-05-06,9.99,paid,renewal
PAY_000843,SUB_000553,CUST_001104,2025-06-06,9.99,paid,renewal
PAY_000844,SUB_000553,CUST_001104,2025-07-06,9.99,paid,renewal
PAY_000845,SUB_000553,CUST_001104,2025-08-06,9.99,paid,renewal
PAY_000846,SUB_000553,CUST_001104,2025-09-06,9.99,paid,renewal
PAY_000847,SUB_000553,CUST_001104,2025-10-06,9.99,paid,renewal
PAY_000848,SUB_000553,CUST_001104,2025-11-06,9.99,paid,renewal
PAY_000849,SUB_000553,CUST_001104,2025-12-06,9.99,paid,renewal
PAY_000850,SUB_000561,CUST_001090,2025-03-07,9.99,paid,trial_conversion
PAY_000851,SUB_000561,CUST_001090,2025-04-07,9.99,paid,renewal
PAY_000852,SUB_000561,CUST_001090,2025-05-07,9.99,paid,renewal
PAY_000853,SUB_000561,CUST_001090,2025-06-07,9.99,paid,renewal
PAY_000854,SUB_000561,CUST_001090,2025-07-07,9.99,paid,renewal
PAY_000855,SUB_000561,CUST_001090,2025-08-07,9.99,paid,renewal
PAY_000856,SUB_000561,CUST_001090,2025-09-07,9.99,paid,renewal
PAY_000857,SUB_000561,CUST_001090,2025-10-07,9.99,paid,renewal
PAY_000858,SUB_000561,CUST_001090,2025-11-07,9.99,paid,renewal
PAY_000859,SUB_000561,CUST_001090,2025-12-07,9.99,paid,renewal
PAY_000860,SUB_000563,CUST_003032,2025-03-08,9.99,paid,trial_conversion
PAY_000861,SUB_000563,CUST_003032,2025-04-08,9.99,paid,renewal
PAY_000862,SUB_000563,CUST_003032,2025-05-08,9.99,paid,renewal
PAY_000863,SUB_000563,CUST_003032,2025-06-08,9.99,paid,renewal
PAY_000864,SUB_000563,CUST_003032,2025-07-08,9.99,paid,renewal
PAY_000865,SUB_000563,CUST_003032,2025-08-08,9.99,paid,renewal
PAY_000866,SUB_000563,CUST_003032,2025-09-08,9.99,paid,renewal
PAY_000867,SUB_000563,CUST_003032,2025-10-08,9.99,paid,renewal
PAY_000868,SUB_000563,CUST_003032,2025-11-08,9.99,paid,renewal
PAY_000869,SUB_000563,CUST_003032,2025-12-08,9.99,paid,renewal
PAY_000870,SUB_000564,CUST_003386,2025-03-08,9.99,paid,trial_conversion
PAY_000871,SUB_000564,CUST_003386,2025-04-08,9.99,paid,renewal
PAY_000872,SUB_000564,CUST_003386,2025-05-08,9.99,paid,renewal
PAY_000873,SUB_000564,CUST_003386,2025-06-08,9.99,paid,renewal
PAY_000874,SUB_000564,CUST_003386,2025-07-08,9.99,paid,renewal
PAY_000875,SUB_000564,CUST_003386,2025-08-08,9.99,paid,renewal
PAY_000876,SUB_000564,CUST_003386,2025-09-08,9.99,paid,renewal
PAY_000877,SUB_000564,CUST_003386,2025-10-08,9.99,paid,renewal
PAY_000878,SUB_000564,CUST_003386,2025-11-08,9.99,paid,renewal
PAY_000879,SUB_000564,CUST_003386,2025-12-08,9.99,paid,renewal
PAY_000880,SUB_000566,CUST_002908,2025-03-08,9.99,paid,trial_conversion
PAY_000881,SUB_000566,CUST_002908,2025-04-08,9.99,paid,renewal
PAY_000882,SUB_000566,CUST_002908,2025-05-08,9.99,paid,renewal
PAY_000883,SUB_000566,CUST_002908,2025-06-08,9.99,paid,renewal
PAY_000884,SUB_000566,CUST_002908,2025-07-08,9.99,paid,renewal
PAY_000885,SUB_000566,CUST_002908,2025-08-08,9.99,paid,renewal
PAY_000886,SUB_000566,CUST_002908,2025-09-08,9.99,paid,renewal
PAY_000887,SUB_000566,CUST_002908,2025-10-08,9.99,paid,renewal
PAY_000888,SUB_000566,CUST_002908,2025-11-08,9.99,paid,renewal
PAY_000889,SUB_000566,CUST_002908,2025-12-08,9.99,paid,renewal
PAY_000890,SUB_000573,CUST_000820,2025-03-08,99.96,paid,trial_conversion
PAY_000891,SUB_000576,CUST_001378,2025-03-08,9.99,paid,trial_conversion
PAY_000892,SUB_000576,CUST_001378,2025-04-08,9.99,paid,renewal
PAY_000893,SUB_000576,CUST_001378,2025-05-08,9.99,paid,renewal
PAY_000894,SUB_000576,CUST_001378,2025-06-08,9.99,paid,renewal
PAY_000895,SUB_000576,CUST_001378,2025-07-08,9.99,paid,renewal
PAY_000896,SUB_000576,CUST_001378,2025-08-08,9.99,paid,renewal
PAY_000897,SUB_000576,CUST_001378,2025-09-08,9.99,paid,renewal
PAY_000898,SUB_000580,CUST_000556,2025-03-08,9.99,paid,trial_conversion
PAY_000899,SUB_000580,CUST_000556,2025-04-08,9.99,paid,renewal
PAY_000900,SUB_000580,CUST_000556,2025-05-08,9.99,paid,renewal
PAY_000901,SUB_000580,CUST_000556,2025-06-08,9.99,paid,renewal
PAY_000902,SUB_000580,CUST_000556,2025-07-08,9.99,paid,renewal
PAY_000903,SUB_000580,CUST_000556,2025-08-08,9.99,paid,renewal
PAY_000904,SUB_000580,CUST_000556,2025-09-08,9.99,paid,renewal
PAY_000905,SUB_000580,CUST_000556,2025-10-08,9.99,paid,renewal
PAY_000906,SUB_000580,CUST_000556,2025-11-08,9.99,paid,renewal
PAY_000907,SUB_000580,CUST_000556,2025-12-08,9.99,paid,renewal
PAY_000908,SUB_000585,CUST_000262,2025-03-09,9.99,paid,trial_conversion
PAY_000909,SUB_000585,CUST_000262,2025-04-09,9.99,paid,renewal
PAY_000910,SUB_000585,CUST_000262,2025-05-09,9.99,paid,renewal
PAY_000911,SUB_000585,CUST_000262,2025-06-09,9.99,paid,renewal
PAY_000912,SUB_000585,CUST_000262,2025-07-09,9.99,paid,renewal
PAY_000913,SUB_000585,CUST_000262,2025-08-09,9.99,paid,renewal
PAY_000914,SUB_000585,CUST_000262,2025-09-09,9.99,paid,renewal
PAY_000915,SUB_000585,CUST_000262,2025-10-09,9.99,paid,renewal
PAY_000916,SUB_000585,CUST_000262,2025-11-09,9.99,paid,renewal
PAY_000917,SUB_000585,CUST_000262,2025-12-09,9.99,paid,renewal
PAY_000918,SUB_000587,CUST_000838,2025-03-09,9.99,paid,trial_conversion
PAY_000919,SUB_000587,CUST_000838,2025-04-09,9.99,paid,renewal
PAY_000920,SUB_000587,CUST_000838,2025-05-09,9.99,paid,renewal
PAY_000921,SUB_000587,CUST_000838,2025-06-09,9.99,paid,renewal
PAY_000922,SUB_000587,CUST_000838,2025-07-09,9.99,paid,renewal
PAY_000923,SUB_000587,CUST_000838,2025-08-09,9.99,paid,renewal
PAY_000924,SUB_000587,CUST_000838,2025-09-09,9.99,paid,renewal
PAY_000925,SUB_000591,CUST_003187,2025-03-09,9.99,paid,trial_conversion
PAY_000926,SUB_000591,CUST_003187,2025-04-09,9.99,paid,renewal
PAY_000927,SUB_000591,CUST_003187,2025-05-09,9.99,paid,renewal
PAY_000928,SUB_000591,CUST_003187,2025-06-09,9.99,paid,renewal
PAY_000929,SUB_000591,CUST_003187,2025-07-09,9.99,paid,renewal
PAY_000930,SUB_000592,CUST_000552,2025-03-09,9.99,paid,trial_conversion
PAY_000931,SUB_000592,CUST_000552,2025-04-09,9.99,paid,renewal
PAY_000932,SUB_000592,CUST_000552,2025-05-09,9.99,paid,renewal
PAY_000933,SUB_000592,CUST_000552,2025-06-09,9.99,paid,renewal
PAY_000934,SUB_000592,CUST_000552,2025-07-09,9.99,paid,renewal
PAY_000935,SUB_000592,CUST_000552,2025-08-09,9.99,paid,renewal
PAY_000936,SUB_000592,CUST_000552,2025-09-09,9.99,paid,renewal
PAY_000937,SUB_000592,CUST_000552,2025-10-09,9.99,paid,renewal
PAY_000938,SUB_000592,CUST_000552,2025-11-09,9.99,paid,renewal
PAY_000939,SUB_000592,CUST_000552,2025-12-09,9.99,paid,renewal
PAY_000940,SUB_000604,CUST_001469,2025-03-10,9.99,paid,trial_conversion
PAY_000941,SUB_000604,CUST_001469,2025-04-10,9.99,paid,renewal
PAY_000942,SUB_000604,CUST_001469,2025-05-10,9.99,paid,renewal
PAY_000943,SUB_000604,CUST_001469,2025-06-10,9.99,paid,renewal
PAY_000944,SUB_000604,CUST_001469,2025-07-10,9.99,paid,renewal
PAY_000945,SUB_000604,CUST_001469,2025-08-10,9.99,paid,renewal
PAY_000946,SUB_000604,CUST_001469,2025-09-10,9.99,paid,renewal
PAY_000947,SUB_000604,CUST_001469,2025-10-10,9.99,paid,renewal
PAY_000948,SUB_000604,CUST_001469,2025-11-10,9.99,paid,renewal
PAY_000949,SUB_000604,CUST_001469,2025-12-10,9.99,paid,renewal
PAY_000950,SUB_000608,CUST_001965,2025-03-10,9.99,paid,trial_conversion
PAY_000951,SUB_000608,CUST_001965,2025-04-10,9.99,paid,renewal
PAY_000952,SUB_000608,CUST_001965,2025-05-10,9.99,paid,renewal
PAY_000953,SUB_000608,CUST_001965,2025-06-10,9.99,paid,renewal
PAY_000954,SUB_000608,CUST_001965,2025-07-10,9.99,paid,renewal
PAY_000955,SUB_000608,CUST_001965,2025-08-10,9.99,paid,renewal
PAY_000956,SUB_000608,CUST_001965,2025-09-10,9.99,paid,renewal
PAY_000957,SUB_000608,CUST_001965,2025-10-10,9.99,paid,renewal
PAY_000958,SUB_000608,CUST_001965,2025-11-10,9.99,paid,renewal
PAY_000959,SUB_000608,CUST_001965,2025-12-10,9.99,paid,renewal
PAY_000960,SUB_000613,CUST_000499,2025-03-11,9.99,paid,trial_conversion
PAY_000961,SUB_000613,CUST_000499,2025-04-11,9.99,paid,renewal
PAY_000962,SUB_000613,CUST_000499,2025-05-11,9.99,paid,renewal
PAY_000963,SUB_000613,CUST_000499,2025-06-11,9.99,paid,renewal
PAY_000964,SUB_000613,CUST_000499,2025-07-11,9.99,paid,renewal
PAY_000965,SUB_000613,CUST_000499,2025-08-11,9.99,paid,renewal
PAY_000966,SUB_000613,CUST_000499,2025-09-11,9.99,paid,renewal
PAY_000967,SUB_000613,CUST_000499,2025-10-11,9.99,paid,renewal
PAY_000968,SUB_000613,CUST_000499,2025-11-11,9.99,paid,renewal
PAY_000969,SUB_000613,CUST_000499,2025-12-11,9.99,paid,renewal
PAY_000970,SUB_000616,CUST_003887,2025-03-11,9.99,paid,trial_conversion
PAY_000971,SUB_000616,CUST_003887,2025-04-11,9.99,paid,renewal
PAY_000972,SUB_000616,CUST_003887,2025-05-11,9.99,paid,renewal
PAY_000973,SUB_000616,CUST_003887,2025-06-11,9.99,paid,renewal
PAY_000974,SUB_000616,CUST_003887,2025-07-11,9.99,paid,renewal
PAY_000975,SUB_000616,CUST_003887,2025-08-11,9.99,paid,renewal
PAY_000976,SUB_000616,CUST_003887,2025-09-11,9.99,paid,renewal
PAY_000977,SUB_000616,CUST_003887,2025-10-11,9.99,paid,renewal
PAY_000978,SUB_000616,CUST_003887,2025-11-11,9.99,paid,renewal
PAY_000979,SUB_000616,CUST_003887,2025-12-11,9.99,paid,renewal
PAY_000980,SUB_000621,CUST_001100,2025-03-11,99.96,paid,trial_conversion
PAY_000981,SUB_000626,CUST_003919,2025-03-12,9.99,paid,trial_conversion
PAY_000982,SUB_000626,CUST_003919,2025-04-12,9.99,paid,renewal
PAY_000983,SUB_000626,CUST_003919,2025-05-12,9.99,paid,renewal
PAY_000984,SUB_000626,CUST_003919,2025-06-12,9.99,paid,renewal
PAY_000985,SUB_000626,CUST_003919,2025-07-12,9.99,paid,renewal
PAY_000986,SUB_000626,CUST_003919,2025-08-12,9.99,paid,renewal
PAY_000987,SUB_000626,CUST_003919,2025-09-12,9.99,paid,renewal
PAY_000988,SUB_000626,CUST_003919,2025-10-12,9.99,paid,renewal
PAY_000989,SUB_000626,CUST_003919,2025-11-12,9.99,paid,renewal
PAY_000990,SUB_000626,CUST_003919,2025-12-12,9.99,paid,renewal
PAY_000991,SUB_000632,CUST_001823,2025-03-12,9.99,paid,trial_conversion
PAY_000992,SUB_000632,CUST_001823,2025-04-12,9.99,paid,renewal
PAY_000993,SUB_000632,CUST_001823,2025-05-12,9.99,paid,renewal
PAY_000994,SUB_000632,CUST_001823,2025-06-12,9.99,paid,renewal
PAY_000995,SUB_000632,CUST_001823,2025-07-12,9.99,paid,renewal
PAY_000996,SUB_000632,CUST_001823,2025-08-12,9.99,paid,renewal
PAY_000997,SUB_000632,CUST_001823,2025-09-12,9.99,paid,renewal
PAY_000998,SUB_000632,CUST_001823,2025-10-12,9.99,paid,renewal
PAY_000999,SUB_000632,CUST_001823,2025-11-12,9.99,paid,renewal
PAY_001000,SUB_000632,CUST_001823,2025-12-12,9.99,paid,renewal
PAY_001001,SUB_000639,CUST_002054,2025-03-13,9.99,paid,trial_conversion
PAY_001002,SUB_000639,CUST_002054,2025-04-13,9.99,paid,renewal
PAY_001003,SUB_000639,CUST_002054,2025-05-13,9.99,paid,renewal
PAY_001004,SUB_000639,CUST_002054,2025-06-13,9.99,paid,renewal
PAY_001005,SUB_000639,CUST_002054,2025-07-13,9.99,paid,renewal
PAY_001006,SUB_000639,CUST_002054,2025-08-13,9.99,paid,renewal
PAY_001007,SUB_000639,CUST_002054,2025-09-13,9.99,paid,renewal
PAY_001008,SUB_000639,CUST_002054,2025-10-13,9.99,paid,renewal
PAY_001009,SUB_000639,CUST_002054,2025-11-13,9.99,paid,renewal
PAY_001010,SUB_000639,CUST_002054,2025-12-13,9.99,paid,renewal
PAY_001011,SUB_000642,CUST_001904,2025-03-13,9.99,paid,trial_conversion
PAY_001012,SUB_000642,CUST_001904,2025-04-13,9.99,paid,renewal
PAY_001013,SUB_000642,CUST_001904,2025-05-13,9.99,paid,renewal
PAY_001014,SUB_000642,CUST_001904,2025-06-13,9.99,paid,renewal
PAY_001015,SUB_000642,CUST_001904,2025-07-13,9.99,paid,renewal
PAY_001016,SUB_000642,CUST_001904,2025-08-13,9.99,paid,renewal
PAY_001017,SUB_000642,CUST_001904,2025-09-13,9.99,paid,renewal
PAY_001018,SUB_000642,CUST_001904,2025-10-13,9.99,paid,renewal
PAY_001019,SUB_000642,CUST_001904,2025-11-13,9.99,paid,renewal
PAY_001020,SUB_000642,CUST_001904,2025-12-13,9.99,paid,renewal
PAY_001021,SUB_000650,CUST_001002,2025-03-14,9.99,paid,trial_conversion
PAY_001022,SUB_000650,CUST_001002,2025-04-14,9.99,paid,renewal
PAY_001023,SUB_000650,CUST_001002,2025-05-14,9.99,paid,renewal
PAY_001024,SUB_000650,CUST_001002,2025-06-14,9.99,paid,renewal
PAY_001025,SUB_000650,CUST_001002,2025-07-14,9.99,paid,renewal
PAY_001026,SUB_000650,CUST_001002,2025-08-14,9.99,paid,renewal
PAY_001027,SUB_000650,CUST_001002,2025-09-14,9.99,paid,renewal
PAY_001028,SUB_000650,CUST_001002,2025-10-14,9.99,paid,renewal
PAY_001029,SUB_000650,CUST_001002,2025-11-14,9.99,paid,renewal
PAY_001030,SUB_000650,CUST_001002,2025-12-14,9.99,paid,renewal
PAY_001031,SUB_000652,CUST_000951,2025-03-14,9.99,paid,trial_conversion
PAY_001032,SUB_000652,CUST_000951,2025-04-14,9.99,paid,renewal
PAY_001033,SUB_000652,CUST_000951,2025-05-14,9.99,paid,renewal
PAY_001034,SUB_000652,CUST_000951,2025-06-14,9.99,paid,renewal
PAY_001035,SUB_000652,CUST_000951,2025-07-14,9.99,paid,renewal
PAY_001036,SUB_000652,CUST_000951,2025-08-14,9.99,paid,renewal
PAY_001037,SUB_000652,CUST_000951,2025-09-14,9.99,paid,renewal
PAY_001038,SUB_000652,CUST_000951,2025-10-14,9.99,paid,renewal
PAY_001039,SUB_000652,CUST_000951,2025-11-14,9.99,paid,renewal
PAY_001040,SUB_000652,CUST_000951,2025-12-14,9.99,paid,renewal
PAY_001041,SUB_000670,CUST_002630,2025-03-16,9.99,paid,trial_conversion
PAY_001042,SUB_000670,CUST_002630,2025-04-16,9.99,paid,renewal
PAY_001043,SUB_000670,CUST_002630,2025-05-16,9.99,paid,renewal
PAY_001044,SUB_000670,CUST_002630,2025-06-16,9.99,paid,renewal
PAY_001045,SUB_000670,CUST_002630,2025-07-16,9.99,paid,renewal
PAY_001046,SUB_000670,CUST_002630,2025-08-16,9.99,paid,renewal
PAY_001047,SUB_000670,CUST_002630,2025-09-16,9.99,paid,renewal
PAY_001048,SUB_000670,CUST_002630,2025-10-16,9.99,paid,renewal
PAY_001049,SUB_000670,CUST_002630,2025-11-16,9.99,paid,renewal
PAY_001050,SUB_000670,CUST_002630,2025-12-16,9.99,paid,renewal
PAY_001051,SUB_000671,CUST_002614,2025-03-16,9.99,paid,trial_conversion
PAY_001052,SUB_000671,CUST_002614,2025-04-16,9.99,paid,renewal
PAY_001053,SUB_000671,CUST_002614,2025-05-16,9.99,paid,renewal
PAY_001054,SUB_000671,CUST_002614,2025-06-16,9.99,paid,renewal
PAY_001055,SUB_000674,CUST_003303,2025-03-16,9.99,paid,trial_conversion
PAY_001056,SUB_000674,CUST_003303,2025-04-16,9.99,paid,renewal
PAY_001057,SUB_000674,CUST_003303,2025-05-16,9.99,paid,renewal
PAY_001058,SUB_000674,CUST_003303,2025-06-16,9.99,paid,renewal
PAY_001059,SUB_000674,CUST_003303,2025-07-16,9.99,paid,renewal
PAY_001060,SUB_000674,CUST_003303,2025-08-16,9.99,paid,renewal
PAY_001061,SUB_000674,CUST_003303,2025-09-16,9.99,paid,renewal
PAY_001062,SUB_000674,CUST_003303,2025-10-16,9.99,paid,renewal
PAY_001063,SUB_000674,CUST_003303,2025-11-16,9.99,paid,renewal
PAY_001064,SUB_000674,CUST_003303,2025-12-16,9.99,paid,renewal
PAY_001065,SUB_000675,CUST_002220,2025-03-16,9.99,paid,trial_conversion
PAY_001066,SUB_000675,CUST_002220,2025-04-16,9.99,paid,renewal
PAY_001067,SUB_000675,CUST_002220,2025-05-16,9.99,paid,renewal
PAY_001068,SUB_000675,CUST_002220,2025-06-16,9.99,paid,renewal
PAY_001069,SUB_000675,CUST_002220,2025-07-16,9.99,paid,renewal
PAY_001070,SUB_000675,CUST_002220,2025-08-16,9.99,paid,renewal
PAY_001071,SUB_000675,CUST_002220,2025-09-16,9.99,paid,renewal
PAY_001072,SUB_000675,CUST_002220,2025-10-16,9.99,paid,renewal
PAY_001073,SUB_000675,CUST_002220,2025-11-16,9.99,paid,renewal
PAY_001074,SUB_000675,CUST_002220,2025-12-16,9.99,paid,renewal
PAY_001075,SUB_000686,CUST_003898,2025-03-17,99.96,paid,trial_conversion
PAY_001076,SUB_000687,CUST_001072,2025-03-17,9.99,paid,trial_conversion
PAY_001077,SUB_000687,CUST_001072,2025-04-17,9.99,paid,renewal
PAY_001078,SUB_000687,CUST_001072,2025-05-17,9.99,paid,renewal
PAY_001079,SUB_000693,CUST_000575,2025-03-17,9.99,paid,trial_conversion
PAY_001080,SUB_000693,CUST_000575,2025-04-17,9.99,paid,renewal
PAY_001081,SUB_000693,CUST_000575,2025-05-17,9.99,paid,renewal
PAY_001082,SUB_000693,CUST_000575,2025-06-17,9.99,paid,renewal
PAY_001083,SUB_000693,CUST_000575,2025-07-17,9.99,paid,renewal
PAY_001084,SUB_000693,CUST_000575,2025-08-17,9.99,paid,renewal
PAY_001085,SUB_000693,CUST_000575,2025-09-17,9.99,paid,renewal
PAY_001086,SUB_000693,CUST_000575,2025-10-17,9.99,paid,renewal
PAY_001087,SUB_000693,CUST_000575,2025-11-17,9.99,paid,renewal
PAY_001088,SUB_000693,CUST_000575,2025-12-17,9.99,paid,renewal
PAY_001089,SUB_000695,CUST_003486,2025-03-17,9.99,paid,trial_conversion
PAY_001090,SUB_000695,CUST_003486,2025-04-17,9.99,paid,renewal
PAY_001091,SUB_000695,CUST_003486,2025-05-17,9.99,paid,renewal
PAY_001092,SUB_000695,CUST_003486,2025-06-17,9.99,paid,renewal
PAY_001093,SUB_000695,CUST_003486,2025-07-17,9.99,paid,renewal
PAY_001094,SUB_000695,CUST_003486,2025-08-17,9.99,paid,renewal
PAY_001095,SUB_000695,CUST_003486,2025-09-17,9.99,paid,renewal
PAY_001096,SUB_000695,CUST_003486,2025-10-17,9.99,paid,renewal
PAY_001097,SUB_000695,CUST_003486,2025-11-17,9.99,paid,renewal
PAY_001098,SUB_000695,CUST_003486,2025-12-17,9.99,paid,renewal
PAY_001099,SUB_000704,CUST_003410,2025-03-18,99.96,paid,trial_conversion
PAY_001100,SUB_000705,CUST_003748,2025-03-18,99.96,paid,trial_conversion
PAY_001101,SUB_000706,CUST_002423,2025-03-18,99.96,paid,trial_conversion
PAY_001102,SUB_000721,CUST_003050,2025-03-20,99.96,paid,trial_conversion
PAY_001103,SUB_000724,CUST_003043,2025-03-20,9.99,paid,trial_conversion
PAY_001104,SUB_000724,CUST_003043,2025-04-20,9.99,paid,renewal
PAY_001105,SUB_000724,CUST_003043,2025-05-20,9.99,paid,renewal
PAY_001106,SUB_000724,CUST_003043,2025-06-20,9.99,paid,renewal
PAY_001107,SUB_000724,CUST_003043,2025-07-20,9.99,paid,renewal
PAY_001108,SUB_000724,CUST_003043,2025-08-20,9.99,paid,renewal
PAY_001109,SUB_000724,CUST_003043,2025-09-20,9.99,paid,renewal
PAY_001110,SUB_000724,CUST_003043,2025-10-20,9.99,paid,renewal
PAY_001111,SUB_000724,CUST_003043,2025-11-20,9.99,paid,renewal
PAY_001112,SUB_000724,CUST_003043,2025-12-20,9.99,paid,renewal
PAY_001113,SUB_000730,CUST_000663,2025-03-21,9.99,paid,trial_conversion
PAY_001114,SUB_000730,CUST_000663,2025-04-21,9.99,paid,renewal
PAY_001115,SUB_000730,CUST_000663,2025-05-21,9.99,paid,renewal
PAY_001116,SUB_000730,CUST_000663,2025-06-21,9.99,paid,renewal
PAY_001117,SUB_000730,CUST_000663,2025-07-21,9.99,paid,renewal
PAY_001118,SUB_000730,CUST_000663,2025-08-21,9.99,paid,renewal
PAY_001119,SUB_000730,CUST_000663,2025-09-21,9.99,paid,renewal
PAY_001120,SUB_000730,CUST_000663,2025-10-21,9.99,paid,renewal
PAY_001121,SUB_000730,CUST_000663,2025-11-21,9.99,paid,renewal
PAY_001122,SUB_000730,CUST_000663,2025-12-21,9.99,paid,renewal
PAY_001123,SUB_000735,CUST_003651,2025-03-21,99.96,paid,trial_conversion
PAY_001124,SUB_000742,CUST_002879,2025-03-22,9.99,paid,trial_conversion
PAY_001125,SUB_000742,CUST_002879,2025-04-22,9.99,paid,renewal
PAY_001126,SUB_000742,CUST_002879,2025-05-22,9.99,paid,renewal
PAY_001127,SUB_000742,CUST_002879,2025-06-22,9.99,paid,renewal
PAY_001128,SUB_000742,CUST_002879,2025-07-22,9.99,paid,renewal
PAY_001129,SUB_000742,CUST_002879,2025-08-22,9.99,paid,renewal
PAY_001130,SUB_000742,CUST_002879,2025-09-22,9.99,paid,renewal
PAY_001131,SUB_000742,CUST_002879,2025-10-22,9.99,paid,renewal
PAY_001132,SUB_000742,CUST_002879,2025-11-22,9.99,paid,renewal
PAY_001133,SUB_000742,CUST_002879,2025-12-22,9.99,paid,renewal
PAY_001134,SUB_000744,CUST_002125,2025-03-22,9.99,paid,trial_conversion
PAY_001135,SUB_000744,CUST_002125,2025-04-22,9.99,paid,renewal
PAY_001136,SUB_000744,CUST_002125,2025-05-22,9.99,paid,renewal
PAY_001137,SUB_000744,CUST_002125,2025-06-22,9.99,paid,renewal
PAY_001138,SUB_000744,CUST_002125,2025-07-22,9.99,paid,renewal
PAY_001139,SUB_000747,CUST_001123,2025-03-22,9.99,paid,trial_conversion
PAY_001140,SUB_000747,CUST_001123,2025-04-22,9.99,paid,renewal
PAY_001141,SUB_000747,CUST_001123,2025-05-22,9.99,paid,renewal
PAY_001142,SUB_000747,CUST_001123,2025-06-22,9.99,paid,renewal
PAY_001143,SUB_000747,CUST_001123,2025-07-22,9.99,paid,renewal
PAY_001144,SUB_000747,CUST_001123,2025-08-22,9.99,paid,renewal
PAY_001145,SUB_000747,CUST_001123,2025-09-22,9.99,paid,renewal
PAY_001146,SUB_000747,CUST_001123,2025-10-22,9.99,paid,renewal
PAY_001147,SUB_000747,CUST_001123,2025-11-22,9.99,paid,renewal
PAY_001148,SUB_000747,CUST_001123,2025-12-22,9.99,paid,renewal
PAY_001149,SUB_000751,CUST_003483,2025-03-23,99.96,paid,trial_conversion
PAY_001150,SUB_000757,CUST_001383,2025-03-23,9.99,paid,trial_conversion
PAY_001151,SUB_000757,CUST_001383,2025-04-23,9.99,paid,renewal
PAY_001152,SUB_000757,CUST_001383,2025-05-23,9.99,paid,renewal
PAY_001153,SUB_000757,CUST_001383,2025-06-23,9.99,paid,renewal
PAY_001154,SUB_000757,CUST_001383,2025-07-23,9.99,paid,renewal
PAY_001155,SUB_000757,CUST_001383,2025-08-23,9.99,paid,renewal
PAY_001156,SUB_000757,CUST_001383,2025-09-23,9.99,paid,renewal
PAY_001157,SUB_000757,CUST_001383,2025-10-23,9.99,paid,renewal
PAY_001158,SUB_000757,CUST_001383,2025-11-23,9.99,paid,renewal
PAY_001159,SUB_000757,CUST_001383,2025-12-23,9.99,paid,renewal
PAY_001160,SUB_000758,CUST_000999,2025-03-23,9.99,paid,trial_conversion
PAY_001161,SUB_000758,CUST_000999,2025-04-23,9.99,paid,renewal
PAY_001162,SUB_000758,CUST_000999,2025-05-23,9.99,paid,renewal
PAY_001163,SUB_000758,CUST_000999,2025-06-23,9.99,paid,renewal
PAY_001164,SUB_000758,CUST_000999,2025-07-23,9.99,paid,renewal
PAY_001165,SUB_000758,CUST_000999,2025-08-23,9.99,paid,renewal
PAY_001166,SUB_000758,CUST_000999,2025-09-23,9.99,paid,renewal
PAY_001167,SUB_000758,CUST_000999,2025-10-23,9.99,paid,renewal
PAY_001168,SUB_000758,CUST_000999,2025-11-23,9.99,paid,renewal
PAY_001169,SUB_000758,CUST_000999,2025-12-23,9.99,paid,renewal
PAY_001170,SUB_000759,CUST_001933,2025-03-23,99.96,paid,trial_conversion
PAY_001171,SUB_000766,CUST_002315,2025-03-24,9.99,paid,trial_conversion
PAY_001172,SUB_000766,CUST_002315,2025-04-24,9.99,paid,renewal
PAY_001173,SUB_000766,CUST_002315,2025-05-24,9.99,paid,renewal
PAY_001174,SUB_000766,CUST_002315,2025-06-24,9.99,paid,renewal
PAY_001175,SUB_000766,CUST_002315,2025-07-24,9.99,paid,renewal
PAY_001176,SUB_000766,CUST_002315,2025-08-24,9.99,paid,renewal
PAY_001177,SUB_000766,CUST_002315,2025-09-24,9.99,paid,renewal
PAY_001178,SUB_000766,CUST_002315,2025-10-24,9.99,paid,renewal
PAY_001179,SUB_000766,CUST_002315,2025-11-24,9.99,paid,renewal
PAY_001180,SUB_000766,CUST_002315,2025-12-24,9.99,paid,renewal
PAY_001181,SUB_000776,CUST_003488,2025-03-25,9.99,paid,trial_conversion
PAY_001182,SUB_000776,CUST_003488,2025-04-25,9.99,paid,renewal
PAY_001183,SUB_000776,CUST_003488,2025-05-25,9.99,paid,renewal
PAY_001184,SUB_000776,CUST_003488,2025-06-25,9.99,paid,renewal
PAY_001185,SUB_000776,CUST_003488,2025-07-25,9.99,paid,renewal
PAY_001186,SUB_000776,CUST_003488,2025-08-25,9.99,paid,renewal
PAY_001187,SUB_000776,CUST_003488,2025-09-25,9.99,paid,renewal
PAY_001188,SUB_000776,CUST_003488,2025-10-25,9.99,paid,renewal
PAY_001189,SUB_000776,CUST_003488,2025-11-25,9.99,paid,renewal
PAY_001190,SUB_000788,CUST_002275,2025-03-26,9.99,paid,trial_conversion
PAY_001191,SUB_000788,CUST_002275,2025-04-26,9.99,paid,renewal
PAY_001192,SUB_000788,CUST_002275,2025-05-26,9.99,paid,renewal
PAY_001193,SUB_000788,CUST_002275,2025-06-26,9.99,paid,renewal
